price,Actual Price,area,status,bhk,bathroom,age,location,builder
77,7700000,1400,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited
57.4,5740000,1552,Under Construction,2,,,Thaiyur,Propsource Realty Private Limited
60,6000000,1550,Ready to move,2,2,,Perungalathur,Propsource Realty Private Limited
53.97,5397000,1285,Ready to move,2,,6,Urapakkam,Propsource Realty Private Limited
442,44200000,2601,Under Construction,3,3,0,T Nagar,Propsource Realty Private Limited
64.6,6460000,1700,Under Construction,3,3,,Thaiyur,Propsource Realty Private Limited
60.87,6087000,1068,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
26.8,2680000,620,Ready to move,2,2,3,Veppampattu,JD Properties
25.7,2570000,620,Ready to move,2,2,3,Veppampattu,JD Properties
25.99,2599000,620,Ready to move,2,2,3,Veppampattu,JD Properties
26,2600000,620,Ready to move,2,2,3,Veppampattu,JD Properties
22.75,2275000,600,Ready to move,1,2,3,Veppampattu,JD Properties
22.85,2285000,600,Ready to move,2,2,3,Veppampattu,JD Properties
17.84,1784000,600,Ready to move,1,1,3,Veppampattu,JD Properties
37,3700000,1300,Ready to move,2,2,3,Veppampattu,JD Properties
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1250,Under Construction,2,2,,Kolapakkam Vandalur,seller
22.49,2249000,610,Ready to move,2,2,,Veppampatttu,seller
39.5,3950000,820,Ready to move,2,2,,Madhavaram,seller
85,8500000,1071,Ready to move,2,2,5,Porur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
308,30800000,1765,Under Construction,3,3,,Gopalapuram,seller
490,49000000,4500,Ready to move,8,6,,Royapettah,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
34,3400000,675,Ready to move,2,2,3,Elandanur,seller
22.49,2249000,610,Ready to move,2,2,,Veppampatttu,seller
28,2800000,800,Ready to move,2,2,3,Veppampattu,seller
260,26000000,3485,Ready to move,5,5,4,Kotivakkam,seller
50,5000000,1000,Under Construction,2,2,,Medavakkam,seller
49.5,4950000,1000,Ready to move,2,2,,Manali,seller
27,2700000,720,Ready to move,2,2,3,Veppampattu,seller
121,12100000,1250,Ready to move,2,2,,West Mambalam,seller
45,4500000,1000,Under Construction,2,2,,Madambakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
160,16000000,1463,Ready to move,3,4,,Porur,seller
25,2500000,582,Ready to move,2,2,2,Ambattur,seller
310,31000000,2400,Ready to move,3,3,6,Jamalia,seller
28,2800000,800,Ready to move,2,2,3,Veppampattu,seller
540,54000000,5100,Under Construction,5,5,,Kottivakkam,seller
49,4900000,1200,Ready to move,2,2,,Guduvancheri,seller
195,19500000,2622,Ready to move,3,2,,Perungalathur,seller
30,3000000,950,Ready to move,2,2,1,Gokulapuram,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
106,10600000,1350,Ready to move,3,3,,West Mambalam,seller
55.83,5583000,859,Ready to move,2,2,,Velachery,seller
22,2200000,420,Ready to move,1,2,3,Elandanur,seller
48.5,4850000,1450,Under Construction,2,2,,Avadi,seller
39.5,3950000,820,Ready to move,2,2,,Madhavaram,seller
85,8500000,1071,Ready to move,2,2,5,Porur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
490,49000000,4500,Ready to move,8,6,,Royapettah,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
230,23000000,1590,Ready to move,3,3,4,Anna Nagar,seller
68.5,6850000,1080,Ready to move,2,3,,Kolathur,seller
34,3400000,675,Ready to move,2,2,3,Elandanur,seller
34,3400000,675,Ready to move,2,2,3,Elandanur,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
55,5500000,1200,Ready to move,2,2,,Medavakkam,seller
44.75,4475000,1250,Ready to move,2,3,3,Iyyapa Nagar,seller
59,5900000,900,Ready to move,3,2,,Ayanavaram,seller
49,4900000,919,Ready to move,2,2,,Sholinganallur,seller
25,2500000,619,Ready to move,2,1,4,Pozhichalur,seller
42.5,4250000,818,Under Construction,2,2,,West Tambaram,seller
42.5,4250000,818,Under Construction,2,2,,West Tambaram,seller
48.5,4850000,818,Under Construction,2,2,,West Tambaram,seller
57.5,5750000,922,Ready to move,2,2,5,Old Pallavaram,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
540,54000000,5100,Under Construction,5,5,,Kottivakkam,seller
55.83,5583000,859,Ready to move,2,2,,Velachery,seller
125,12500000,2350,Ready to move,4,4,5,Iyyappanthangal,seller
125,12500000,2350,Ready to move,4,4,5,Iyyappanthangal,seller
110,11000000,2350,Ready to move,4,4,5,Iyyappanthangal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
25,2500000,619,Ready to move,2,1,4,Pozhichalur,seller
125,12500000,2350,Ready to move,4,4,5,Iyyappanthangal,seller
125,12500000,2350,Ready to move,4,4,5,Iyyappanthangal,seller
110,11000000,2350,Ready to move,4,4,5,Iyyappanthangal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
42.18,4218000,868,Ready to move,2,2,,Pammal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
53,5300000,942,Ready to move,2,2,5,Iyyappanthangal,seller
27.5,2750000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
28,2800000,586,Ready to move,1,1,,Sembakkam,seller
310,31000000,2400,Ready to move,3,3,6,Jamalia,seller
35,3500000,953,Under Construction,2,2,,Pattabiram,seller
460,46000000,4000,Ready to move,4,4,,Kilpauk,seller
520,52000000,4000,Ready to move,4,3,,Adyar,seller
26.2,2620000,655,Ready to move,1,2,,Madambakkam,seller
35,3500000,700,Ready to move,2,2,4,Pattabiram,seller
110,11000000,1405,Ready to move,3,2,,Adyar,seller
25,2500000,650,Ready to move,2,2,4,Pattabiram,seller
25,2500000,650,Ready to move,2,2,4,Pattabiram,seller
25,2500000,650,Ready to move,2,2,4,Pattabiram,seller
60,6000000,1386,Ready to move,3,3,,Avadi,seller
540,54000000,5100,Under Construction,5,5,,Kottivakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
35,3500000,750,Ready to move,2,1,,Medavakkam,seller
36,3600000,809,Ready to move,2,2,,Sembakkam,seller
30,3000000,905,Ready to move,2,2,4,Purasawalkam,seller
39.5,3950000,809,Ready to move,2,2,,Sembakkam,seller
39.5,3950000,809,Ready to move,2,2,,Sembakkam,seller
39.5,3950000,809,Ready to move,2,2,,Sembakkam,seller
39.5,3950000,809,Ready to move,2,2,,Sembakkam,seller
39.5,3950000,809,Ready to move,2,2,,Sembakkam,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
42.8,4280000,855,Ready to move,2,2,,Pammal,seller
62,6200000,1030,Ready to move,3,2,,Perungalathur,seller
58,5800000,1030,Ready to move,3,2,,Perungalathur,seller
87,8700000,1015,Under Construction,2,2,,Adambakam,seller
85,8500000,1200,Ready to move,2,2,,tambaram west,seller
71,7100000,1100,Under Construction,3,3,,Kolathur,seller
165,16500000,1344,Ready to move,2,2,,Aminjikarai,seller
165,16500000,1344,Ready to move,2,2,,Aminjikarai,seller
49,4900000,1200,Ready to move,2,2,,Guduvancheri,seller
106,10600000,1350,Ready to move,3,3,,West Mambalam,seller
33,3300000,580,Ready to move,2,2,4,Perungalathur,seller
45,4500000,1024,Ready to move,3,2,,Thirumullaivoyal,seller
37.5,3750000,845,Ready to move,2,2,,Kundrathur,seller
47,4700000,1505,Ready to move,3,3,5,Sriperumbudur,seller
416,41600000,2315,Under Construction,3,3,,Alwarpet,seller
72,7200000,1100,Under Construction,3,3,,Kolathur,seller
34.99,3499000,1175,Ready to move,2,2,3,Veppampattu,Karthick
21.99,2199000,600,Ready to move,1,2,3,Veppampattu,Karthick
22,2200000,600,Ready to move,1,2,3,Veppampattu,Karthick
29,2900000,800,Ready to move,2,2,3,Veppampattu,Karthick
32,3200000,1000,Ready to move,2,2,3,Veppampattu,Karthick
39.75,3975000,885,Under Construction,2,2,,Perumbakkam,HomeFirst
65.8,6580000,1535,Under Construction,3,3,,Perumbakkam,HomeFirst
41,4100000,1250,Ready to move,1,2,,Kelambakkam,Elite nisha
33,3300000,1020,Ready to move,2,3,,Semmancheri,Elite nisha
48,4800000,1270,Ready to move,2,1,,Kelambakkam,Elite nisha
49,4900000,1110,Ready to move,2,2,,Navallur,Elite nisha
47,4700000,1060,Ready to move,2,2,,Semmancheri,Elite nisha
43,4300000,1350,Ready to move,2,2,,Kelambakkam,Elite nisha
195,19500000,3850,Ready to move,5,5,5,Ponniammanmedu,JA Associates
145,14500000,1000,Ready to move,2,1,3,Kodungaiyur West,JA Associates
120,12000000,2400,Ready to move,4,4,,Kolathur,JA Associates
73.56,7356000,1206,Under Construction,3,,0,Pammal,Murali
78.75,7875000,1291,Under Construction,3,,0,Pammal,Murali
74.96,7496000,1229,Under Construction,3,,0,Pammal,Murali
56.1,5610000,1020,Under Construction,3,,0,Sembakkam,Individual Agent
60.5,6050000,1100,Under Construction,3,,0,Sembakkam,Individual Agent
58,5800000,900,Under Construction,2,,0,Poonamallee,THAMINA HOMES
55,5500000,850,Under Construction,2,,0,Poonamallee,THAMINA HOMES
48,4800000,750,Under Construction,2,,0,Poonamallee,THAMINA HOMES
440,44000000,2452,Ready to move,3,3,,Nungambakkam,HomeFirst
23,2300000,500,Ready to move,1,1,,Nanmangalam,MC Foundation
62.08,6208000,1194,Ready to move,3,3,,Medavakkam,MC Foundation
48.41,4841000,931,Ready to move,2,2,,Medavakkam,MC Foundation
47.08,4708000,961,Ready to move,2,2,,Nanmangalam,MC Foundation
39.4,3940000,788,Ready to move,2,2,,Perumbakkam,MC Foundation
38.61,3861000,788,Ready to move,2,2,,Nanmangalam,MC Foundation
45.08,4508000,980,Ready to move,2,2,,Nanmangalam,MC Foundation
38.36,3836000,834,Ready to move,2,2,,Nanmangalam,MC Foundation
36.57,3657000,795,Ready to move,2,2,,Nanmangalam,MC Foundation
64.78,6478000,1117,Ready to move,3,3,,Sembakkam,MC Foundation
78,7800000,1300,Ready to move,3,3,,Medavakkam,MC Foundation
54.06,5406000,983,Ready to move,2,2,,Medavakkam,MC Foundation
47.35,4735000,861,Ready to move,2,2,,Medavakkam,MC Foundation
58.26,5826000,971,Ready to move,2,2,,Medavakkam,MC Foundation
81.2,8120000,1400,Ready to move,3,3,,Sembakkam,MC Foundation
69.35,6935000,1261,Ready to move,3,3,,Medavakkam,MC Foundation
49,4900000,1000,Ready to move,2,2,,Nanmangalam,MC Foundation
43.51,4351000,888,Ready to move,2,2,,Nanmangalam,MC Foundation
69.35,6935000,1261,Ready to move,3,3,,Medavakkam,MC Foundation
56.04,5604000,1019,Ready to move,2,2,,Medavakkam,MC Foundation
58.26,5826000,971,Ready to move,2,2,,Medavakkam,MC Foundation
81.2,8120000,1400,Ready to move,3,3,,Sembakkam,MC Foundation
78,7800000,1300,Ready to move,3,3,,Medavakkam,MC Foundation
54.06,5406000,983,Ready to move,2,2,,Medavakkam,MC Foundation
47.35,4735000,861,Ready to move,2,2,,Medavakkam,MC Foundation
31.2,3120000,600,Ready to move,1,1,,Medavakkam,MC Foundation
74.87,7487000,1291,Ready to move,3,3,,Sembakkam,MC Foundation
68.88,6888000,1148,Ready to move,3,3,,Medavakkam,MC Foundation
53.76,5376000,896,Ready to move,2,2,,Medavakkam,MC Foundation
56.88,5688000,1094,Ready to move,3,3,,Medavakkam,MC Foundation
51.94,5194000,999,Ready to move,2,2,,Medavakkam,MC Foundation
52.2,5220000,900,Ready to move,2,2,,Sembakkam,MC Foundation
72.71,7271000,1322,Ready to move,3,3,,Medavakkam,MC Foundation
64.78,6478000,1117,Ready to move,3,3,,Sembakkam,MC Foundation
41.11,4111000,839,Ready to move,2,2,,Nanmangalam,MC Foundation
43.68,4368000,840,Ready to move,2,2,,Medavakkam,MC Foundation
54.05,5405000,932,Ready to move,2,2,,Kovilambakkam,MC Foundation
53.41,5341000,1187,Ready to move,3,3,,Sithalapakkam,MC Foundation
54.55,5455000,1091,Ready to move,3,3,,Perumbakkam,MC Foundation
48.85,4885000,977,Ready to move,2,2,,Perumbakkam,MC Foundation
51.96,5196000,896,Ready to move,2,2,,Kovilambakkam,MC Foundation
53.39,5339000,1139,Ready to move,3,3,,Nanmangalam,MC Foundation
70.6,7060000,1400,Ready to move,3,3,,Perumbakkam,MC Foundation
43.15,4315000,863,Ready to move,2,2,,Perumbakkam,MC Foundation
58.8,5880000,1200,Ready to move,3,3,,Nanmangalam,MC Foundation
49,4900000,1000,Ready to move,2,2,,Nanmangalam,MC Foundation
43.51,4351000,888,Ready to move,2,2,,Nanmangalam,MC Foundation
45.99,4599000,1022,Ready to move,3,3,,Sithalapakkam,MC Foundation
41.58,4158000,924,Ready to move,2,2,,Sithalapakkam,MC Foundation
58.45,5845000,759,Ready to move,2,2,6,Nesapakkam,Balasubramani
29,2900000,650,Ready to move,1,1,3,Pallikaranai,Propsource Realty Private Limited
39.88,3988000,1050,Ready to move,2,2,,Thaiyur,Propsource Realty Private Limited
89,8900000,950,Ready to move,2,2,,T Nagar,AKS REALTY SERVICES
69.47,6947000,965,Under Construction,2,,0,Porur,ARB HOMES
66.44,6644000,923,Under Construction,2,2,0,Porur,ARB HOMES
92.65,9265000,1287,Under Construction,3,,0,Porur,ARB HOMES
78.1,7810000,1085,Under Construction,3,3,0,Porur,ARB HOMES
73.93,7393000,1027,Under Construction,2,,0,Porur,ARB HOMES
69.9,6990000,971,Under Construction,2,,0,Porur,ARB HOMES
69.54,6954000,966,Under Construction,2,,0,Porur,ARB HOMES
85,8500000,1712,Ready to move,3,3,,Medavakkam,South Zone Realty Consulting Pvt Ltd
430,43000000,6700,Ready to move,4,4,,Kovalam,HomeFirst
240,24000000,3700,Ready to move,3,3,,Kovalam,HomeFirst
205,20500000,1850,Ready to move,3,3,4,CIT Nagar,AKS REALTY SERVICES
51.32,5132000,1283,Ready to move,3,3,,Selaiyur,MC Foundation
45.04,4504000,1126,Ready to move,3,3,,Selaiyur,MC Foundation
45.04,4504000,1126,Ready to move,3,3,,Selaiyur,MC Foundation
29.72,2972000,743,Ready to move,2,2,,Selaiyur,MC Foundation
53.85,5385000,1122,Ready to move,3,3,,Selaiyur,MC Foundation
43.48,4348000,906,Ready to move,2,2,,Selaiyur,MC Foundation
40.27,4027000,839,Ready to move,2,2,,Selaiyur,MC Foundation
79.69,7969000,1172,Ready to move,2,2,,tambaram west,MC Foundation
75,7500000,1655,Ready to move,3,3,1,Agaramthen,MC Foundation
100,10000000,2100,Ready to move,3,3,,Selaiyur,MC Foundation
70,7000000,1600,Ready to move,3,3,1,Agaramthen,MC Foundation
100,10000000,2100,Ready to move,3,3,,Vengambakkam,MC Foundation
95,9500000,2000,Ready to move,3,3,,Selaiyur,MC Foundation
90,9000000,1900,Ready to move,3,3,,Selaiyur,MC Foundation
95,9500000,2000,Ready to move,3,3,,Vengambakkam,MC Foundation
85,8500000,1800,Ready to move,3,3,,Selaiyur,MC Foundation
90,9000000,1900,Ready to move,3,3,,Vengambakkam,MC Foundation
85,8500000,1800,Ready to move,3,3,,Vengambakkam,MC Foundation
80,8000000,1700,Ready to move,3,3,,Selaiyur,MC Foundation
80,8000000,1700,Ready to move,3,3,,Vengambakkam,MC Foundation
75,7500000,1655,Ready to move,3,3,,Selaiyur,MC Foundation
75,7500000,1655,Ready to move,3,3,,Vengambakkam,MC Foundation
90,9000000,1667,Ready to move,3,3,,Selaiyur,MC Foundation
70,7000000,1600,Ready to move,3,3,,Selaiyur,MC Foundation
70,7000000,1600,Ready to move,3,3,,Vengambakkam,MC Foundation
120,12000000,2000,Ready to move,3,3,,Sembakkam,MC Foundation
100,10000000,2100,Ready to move,3,3,1,Agaramthen,MC Foundation
100,10000000,1821,Ready to move,3,3,,Sembakkam,MC Foundation
100,10000000,2100,Ready to move,3,3,,Selaiyur,MC Foundation
95,9500000,2000,Ready to move,3,3,1,Agaramthen,MC Foundation
95,9500000,1783,Ready to move,3,3,,Sembakkam,MC Foundation
95,9500000,2000,Ready to move,3,3,,Selaiyur,MC Foundation
85,8500000,1583,Ready to move,3,3,,Selaiyur,MC Foundation
90,9000000,1900,Ready to move,3,3,1,Agaramthen,MC Foundation
90,9000000,1624,Ready to move,3,3,,Sembakkam,MC Foundation
90,9000000,1900,Ready to move,3,3,,Selaiyur,MC Foundation
85,8500000,1800,Ready to move,3,3,1,Agaramthen,MC Foundation
125,12500000,1800,Ready to move,3,3,,Rajakilpakkam,MC Foundation
100,10000000,1874,Ready to move,3,3,,Selaiyur,MC Foundation
85,8500000,1800,Ready to move,3,3,,Selaiyur,MC Foundation
80,8000000,1700,Ready to move,3,3,,Selaiyur,MC Foundation
80,8000000,1700,Ready to move,3,3,1,Agaramthen,MC Foundation
95,9500000,1700,Ready to move,3,3,,Rajakilpakkam,MC Foundation
75,7500000,1655,Ready to move,3,3,,Selaiyur,MC Foundation
94,9400000,1793,Ready to move,3,3,,Selaiyur,MC Foundation
100,10000000,2000,Ready to move,3,3,,Selaiyur,MC Foundation
90,9000000,1674,Ready to move,3,3,,Selaiyur,MC Foundation
95,9500000,1800,Ready to move,3,3,,Selaiyur,MC Foundation
90,9000000,1740,Ready to move,3,3,,Selaiyur,MC Foundation
84,8400000,1600,Ready to move,3,3,,Selaiyur,MC Foundation
85,8500000,1664,Ready to move,3,3,,Selaiyur,MC Foundation
100,10000000,2000,Ready to move,3,3,,tambaram west,MC Foundation
95,9500000,1800,Ready to move,3,3,,tambaram west,MC Foundation
110,11000000,2000,Ready to move,3,3,,Selaiyur,MC Foundation
100,10000000,1839,Ready to move,3,3,,Selaiyur,MC Foundation
90,9000000,1700,Ready to move,3,3,,tambaram west,MC Foundation
95,9500000,1741,Ready to move,3,3,,Selaiyur,MC Foundation
85,8500000,1621,Ready to move,3,3,,tambaram west,MC Foundation
130,13000000,1385,Ready to move,3,3,,Chromepet,MC Foundation
74,7400000,1300,Ready to move,3,3,,Madambakkam,MC Foundation
69,6900000,1200,Ready to move,2,2,,Madambakkam,MC Foundation
130,13000000,1961,Ready to move,3,3,,Rajakilpakkam,MC Foundation
70,7000000,1600,Ready to move,3,3,,Selaiyur,MC Foundation
140,14000000,2200,Under Construction,4,4,,Sembakkam,MC Foundation
95,9500000,1900,Ready to move,3,3,,Perumbakkam,MC Foundation
85,8500000,1800,Ready to move,3,3,,Perumbakkam,MC Foundation
120,12000000,1321,Ready to move,3,3,,Chromepet,MC Foundation
90,9000000,1800,Ready to move,4,4,,Madambakkam,MC Foundation
120,12000000,1400,Ready to move,3,3,,Chitlapakkam,MC Foundation
85,8500000,1683,Ready to move,3,3,,Madambakkam,MC Foundation
80,8000000,1561,Ready to move,3,3,,Madambakkam,MC Foundation
77,7700000,1483,Ready to move,3,3,,Madambakkam,MC Foundation
110,11000000,1943,Ready to move,3,3,,Chromepet,MC Foundation
110,11000000,1300,Ready to move,3,3,,Chitlapakkam,MC Foundation
95,9500000,1783,Ready to move,3,3,,Chromepet,MC Foundation
60.02,6002000,1225,Ready to move,3,3,,Chromepet,MC Foundation
53.6,5360000,1094,Ready to move,3,3,,Chromepet,MC Foundation
44.59,4459000,910,Ready to move,2,2,,Chromepet,MC Foundation
40.18,4018000,820,Ready to move,2,2,,Chromepet,MC Foundation
24.47,2447000,505,Ready to move,1,1,,Chromepet,MC Foundation
108,10800000,1065,Ready to move,2,2,1,Saligramam,seller
37.34,3734000,770,Under Construction,2,2,0,Ambattur,seller
57.12,5712000,1190,Under Construction,3,3,,Nanmangalam,Vishnu Foundation Ltd
64,6400000,1254,Ready to move,2,2,,Medavakkam,South Zone Realty Consulting Pvt Ltd
23,2300000,594,Ready to move,1,2,3,Veppampattu,Karthick
26.5,2650000,630,Ready to move,2,2,3,Veppampattu,Karthick
34.99,3499000,1201,Ready to move,2,2,3,Veppampattu,Karthick
28.99,2899000,751,Ready to move,2,2,3,Veppampattu,Karthick
26.99,2699000,701,Ready to move,2,2,3,Veppampattu,Karthick
29.99,2999000,847,Ready to move,2,2,3,Veppampattu,Karthick
22.99,2299000,609,Ready to move,2,2,3,Veppampattu,Karthick
32,3200000,800,Ready to move,2,2,,Mambakkam,Elite nisha
48,4800000,1200,Ready to move,2,2,,Nallambakkam,Elite nisha
46,4600000,1000,Under Construction,2,2,0,Mambakkam,Elite nisha
53,5300000,1000,Ready to move,2,3,,Nallambakkam,Elite nisha
57,5700000,1500,Ready to move,2,3,3,Peerakankaranai,Elite nisha
33,3300000,1200,Ready to move,2,2,,Siruseri,Elite nisha
36,3600000,900,Ready to move,1,2,3,Ottiyabakkam,Elite nisha
58,5800000,1400,Ready to move,3,3,,Kelambakkam,Elite nisha
57,5700000,1250,Ready to move,2,2,,Kelambakkam,Elite nisha
53,5300000,1550,Ready to move,2,2,,Kelambakkam,Elite nisha
52,5200000,1350,Ready to move,2,2,,Kelambakkam,Elite nisha
46,4600000,1200,Ready to move,1,2,,Semmancheri,Elite nisha
36,3600000,1000,Ready to move,2,2,,Semmancheri,Elite nisha
54,5400000,1050,Ready to move,2,2,3,Peerakankaranai,Elite nisha
50,5000000,1080,Ready to move,2,3,4,Rathinamangalam,Elite nisha
58,5800000,1250,Ready to move,2,3,4,Rathinamangalam,Elite nisha
48,4800000,1160,Ready to move,2,3,3,Peerakankaranai,Elite nisha
47,4700000,1470,Ready to move,2,3,,Semmancheri,Elite nisha
53,5300000,1060,Ready to move,2,3,3,Ottiyabakkam,Elite nisha
48,4800000,1126,Ready to move,1,2,3,Ottiyabakkam,Elite nisha
78,7800000,954,Ready to move,2,2,,Adambakam,Prabha Homes
53,5300000,804,Ready to move,2,2,,Kovilambakkam,Prabha Homes
42,4200000,509,Ready to move,1,1,,Adambakam,Prabha Homes
48.87,4887000,905,Ready to move,2,2,,Selaiyur,MC Foundation
46.54,4654000,862,Ready to move,2,2,,Selaiyur,MC Foundation
41.52,4152000,769,Ready to move,2,2,,Selaiyur,MC Foundation
69.6,6960000,1200,Ready to move,3,3,,Perungalathur,MC Foundation
60.32,6032000,1040,Ready to move,2,2,,Perungalathur,MC Foundation
54.17,5417000,934,Ready to move,2,2,,Perungalathur,MC Foundation
51.56,5156000,889,Ready to move,2,2,,Perungalathur,MC Foundation
66.08,6608000,1180,Ready to move,3,3,,tambaram west,MC Foundation
57.12,5712000,1020,Ready to move,2,2,,tambaram west,MC Foundation
52.08,5208000,930,Ready to move,2,2,,tambaram west,MC Foundation
73.37,7337000,1249,Ready to move,3,3,,Sembakkam,MC Foundation
